Sexo;Provincias;Tasas;Periodo;Total
Ambos sexos;42 Soria;Tasa de empleo de la población;2019T4;54,52
Ambos sexos;42 Soria;Tasa de empleo de la población;2018T4;54,17
Ambos sexos;42 Soria;Tasa de empleo de la población;2017T4;55,50
Ambos sexos;42 Soria;Tasa de empleo de la población;2016T4;50,61
Ambos sexos;43 Tarragona;Tasa de actividad;2023T4;58,60
Ambos sexos;43 Tarragona;Tasa de actividad;2022T4;57,34
Ambos sexos;43 Tarragona;Tasa de actividad;2021T4;56,57
Ambos sexos;43 Tarragona;Tasa de actividad;2020T4;59,19
Ambos sexos;43 Tarragona;Tasa de actividad;2019T4;58,60
Ambos sexos;43 Tarragona;Tasa de actividad;2018T4;59,14
Ambos sexos;43 Tarragona;Tasa de actividad;2017T4;60,08
Ambos sexos;43 Tarragona;Tasa de actividad;2016T4;58,07
Ambos sexos;43 Tarragona;Tasa de paro de la población;2023T4;14,88
Ambos sexos;43 Tarragona;Tasa de paro de la población;2022T4;10,14
Ambos sexos;43 Tarragona;Tasa de paro de la población;2021T4;13,08
Ambos sexos;43 Tarragona;Tasa de paro de la población;2020T4;17,47
Ambos sexos;43 Tarragona;Tasa de paro de la población;2019T4;11,96
Ambos sexos;43 Tarragona;Tasa de paro de la población;2018T4;15,39
Ambos sexos;43 Tarragona;Tasa de paro de la población;2017T4;15,92
Ambos sexos;43 Tarragona;Tasa de paro de la población;2016T4;17,41
Ambos sexos;43 Tarragona;Tasa de empleo de la población;2023T4;49,88
Ambos sexos;43 Tarragona;Tasa de empleo de la población;2022T4;51,53
Ambos sexos;43 Tarragona;Tasa de empleo de la población;2021T4;49,18
Ambos sexos;43 Tarragona;Tasa de empleo de la población;2020T4;48,85
Ambos sexos;43 Tarragona;Tasa de empleo de la población;2019T4;51,59
Ambos sexos;43 Tarragona;Tasa de empleo de la población;2018T4;50,04
Ambos sexos;43 Tarragona;Tasa de empleo de la población;2017T4;50,51
Ambos sexos;43 Tarragona;Tasa de empleo de la población;2016T4;47,96
Ambos sexos;44 Teruel;Tasa de actividad;2023T4;58,05
Ambos sexos;44 Teruel;Tasa de actividad;2022T4;55,01
Ambos sexos;44 Teruel;Tasa de actividad;2021T4;56,64
Ambos sexos;44 Teruel;Tasa de actividad;2020T4;55,83
Ambos sexos;44 Teruel;Tasa de actividad;2019T4;57,93
Ambos sexos;44 Teruel;Tasa de actividad;2018T4;56,65
Ambos sexos;44 Teruel;Tasa de actividad;2017T4;55,00
Ambos sexos;44 Teruel;Tasa de actividad;2016T4;56,19
Ambos sexos;44 Teruel;Tasa de paro de la población;2023T4;9,39
Ambos sexos;44 Teruel;Tasa de paro de la población;2022T4;9,68
Ambos sexos;44 Teruel;Tasa de paro de la población;2021T4;7,08
Ambos sexos;44 Teruel;Tasa de paro de la población;2020T4;9,25
Ambos sexos;44 Teruel;Tasa de paro de la población;2019T4;9,04
Ambos sexos;44 Teruel;Tasa de paro de la población;2018T4;9,23
Ambos sexos;44 Teruel;Tasa de paro de la población;2017T4;11,16
Ambos sexos;44 Teruel;Tasa de paro de la población;2016T4;12,27
Ambos sexos;44 Teruel;Tasa de empleo de la población;2023T4;52,60
Ambos sexos;44 Teruel;Tasa de empleo de la población;2022T4;49,68
Ambos sexos;44 Teruel;Tasa de empleo de la población;2021T4;52,64
Ambos sexos;44 Teruel;Tasa de empleo de la población;2020T4;50,67
Ambos sexos;44 Teruel;Tasa de empleo de la población;2019T4;52,70
Ambos sexos;44 Teruel;Tasa de empleo de la población;2018T4;51,43
Ambos sexos;44 Teruel;Tasa de empleo de la población;2017T4;48,86
Ambos sexos;44 Teruel;Tasa de empleo de la población;2016T4;49,29
Ambos sexos;45 Toledo;Tasa de actividad;2023T4;57,98
Ambos sexos;45 Toledo;Tasa de actividad;2022T4;60,72
Ambos sexos;45 Toledo;Tasa de actividad;2021T4;62,85
Ambos sexos;45 Toledo;Tasa de actividad;2020T4;61,02
Ambos sexos;45 Toledo;Tasa de actividad;2019T4;59,68
Ambos sexos;45 Toledo;Tasa de actividad;2018T4;59,26
Ambos sexos;45 Toledo;Tasa de actividad;2017T4;61,09
Ambos sexos;45 Toledo;Tasa de actividad;2016T4;60,94
Ambos sexos;45 Toledo;Tasa de paro de la población;2023T4;11,89
Ambos sexos;45 Toledo;Tasa de paro de la población;2022T4;15,75
Ambos sexos;45 Toledo;Tasa de paro de la población;2021T4;13,87
Ambos sexos;45 Toledo;Tasa de paro de la población;2020T4;19,85
Ambos sexos;45 Toledo;Tasa de paro de la población;2019T4;16,47
Ambos sexos;45 Toledo;Tasa de paro de la población;2018T4;17,50
Ambos sexos;45 Toledo;Tasa de paro de la población;2017T4;20,33
Ambos sexos;45 Toledo;Tasa de paro de la población;2016T4;23,44
Ambos sexos;45 Toledo;Tasa de empleo de la población;2023T4;51,09
Ambos sexos;45 Toledo;Tasa de empleo de la población;2022T4;51,16
Ambos sexos;45 Toledo;Tasa de empleo de la población;2021T4;54,13
Ambos sexos;45 Toledo;Tasa de empleo de la población;2020T4;48,90
Ambos sexos;45 Toledo;Tasa de empleo de la población;2019T4;49,85
Ambos sexos;45 Toledo;Tasa de empleo de la población;2018T4;48,89
Ambos sexos;45 Toledo;Tasa de empleo de la población;2017T4;48,67
Ambos sexos;45 Toledo;Tasa de empleo de la población;2016T4;46,66
Ambos sexos;46 Valencia/València;Tasa de actividad;2023T4;61,13
Ambos sexos;46 Valencia/València;Tasa de actividad;2022T4;59,79
Ambos sexos;46 Valencia/València;Tasa de actividad;2021T4;58,76
Ambos sexos;46 Valencia/València;Tasa de actividad;2020T4;57,89
Ambos sexos;46 Valencia/València;Tasa de actividad;2019T4;57,73
Ambos sexos;46 Valencia/València;Tasa de actividad;2018T4;59,14
Ambos sexos;46 Valencia/València;Tasa de actividad;2017T4;60,25
Ambos sexos;46 Valencia/València;Tasa de actividad;2016T4;60,65
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2023T4;12,23
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2022T4;12,22
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2021T4;12,14
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2020T4;14,65
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2019T4;12,93
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2018T4;13,17
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2017T4;16,43
Ambos sexos;46 Valencia/València;Tasa de paro de la población;2016T4;20,24
Ambos sexos;46 Valencia/València;Tasa de empleo de la población;2023T4;53,65
Ambos sexos;46 Valencia/València;Tasa de empleo de la población;2022T4;52,48
Ambos sexos;46 Valencia/València;Tasa de empleo de la población;2021T4;51,63
Ambos sexos;46 Valencia/València;Tasa de empleo de la población;2020T4;49,41
Ambos sexos;46 Valencia/València;Tasa de empleo de la población;2019T4;50,27
Ambos sexos;46 Valencia/València;Tasa de empleo de la población;2018T4;51,35
Ambos sexos;46 Valencia/València;Tasa de empleo de la población;2017T4;50,36
Ambos sexos;46 Valencia/València;Tasa de empleo de la población;2016T4;48,37
Ambos sexos;47 Valladolid;Tasa de actividad;2023T4;55,01
Ambos sexos;47 Valladolid;Tasa de actividad;2022T4;54,25
Ambos sexos;47 Valladolid;Tasa de actividad;2021T4;53,24
Ambos sexos;47 Valladolid;Tasa de actividad;2020T4;56,75
Ambos sexos;47 Valladolid;Tasa de actividad;2019T4;58,12
Ambos sexos;47 Valladolid;Tasa de actividad;2018T4;58,20
Ambos sexos;47 Valladolid;Tasa de actividad;2017T4;56,41
Ambos sexos;47 Valladolid;Tasa de actividad;2016T4;57,00
Ambos sexos;47 Valladolid;Tasa de paro de la población;2023T4;9,10
Ambos sexos;47 Valladolid;Tasa de paro de la población;2022T4;7,71
Ambos sexos;47 Valladolid;Tasa de paro de la población;2021T4;8,56
Ambos sexos;47 Valladolid;Tasa de paro de la población;2020T4;11,35
Ambos sexos;47 Valladolid;Tasa de paro de la población;2019T4;9,37
Ambos sexos;47 Valladolid;Tasa de paro de la población;2018T4;10,25
Ambos sexos;47 Valladolid;Tasa de paro de la población;2017T4;14,32
Ambos sexos;47 Valladolid;Tasa de paro de la población;2016T4;13,96
Ambos sexos;47 Valladolid;Tasa de empleo de la población;2023T4;50,01
Ambos sexos;47 Valladolid;Tasa de empleo de la población;2022T4;50,06
Ambos sexos;47 Valladolid;Tasa de empleo de la población;2021T4;48,68
Ambos sexos;47 Valladolid;Tasa de empleo de la población;2020T4;50,31
Ambos sexos;47 Valladolid;Tasa de empleo de la población;2019T4;52,67
Ambos sexos;47 Valladolid;Tasa de empleo de la población;2018T4;52,24
Ambos sexos;47 Valladolid;Tasa de empleo de la población;2017T4;48,34
Ambos sexos;47 Valladolid;Tasa de empleo de la población;2016T4;49,04
Ambos sexos;49 Zamora;Tasa de actividad;2023T4;52,36
Ambos sexos;49 Zamora;Tasa de actividad;2022T4;49,97
Ambos sexos;49 Zamora;Tasa de actividad;2021T4;50,53
Ambos sexos;49 Zamora;Tasa de actividad;2020T4;50,82
Ambos sexos;49 Zamora;Tasa de actividad;2019T4;50,09
Ambos sexos;49 Zamora;Tasa de actividad;2018T4;50,29
Ambos sexos;49 Zamora;Tasa de actividad;2017T4;52,90
Ambos sexos;49 Zamora;Tasa de actividad;2016T4;53,01
Ambos sexos;49 Zamora;Tasa de paro de la población;2023T4;15,58
Ambos sexos;49 Zamora;Tasa de paro de la población;2022T4;13,69
Ambos sexos;49 Zamora;Tasa de paro de la población;2021T4;9,25
Ambos sexos;49 Zamora;Tasa de paro de la población;2020T4;11,47
Ambos sexos;49 Zamora;Tasa de paro de la población;2019T4;14,94
Ambos sexos;49 Zamora;Tasa de paro de la población;2018T4;14,57
Ambos sexos;49 Zamora;Tasa de paro de la población;2017T4;16,70
Ambos sexos;49 Zamora;Tasa de paro de la población;2016T4;16,67
Ambos sexos;49 Zamora;Tasa de empleo de la población;2023T4;44,21
Ambos sexos;49 Zamora;Tasa de empleo de la población;2022T4;43,13
Ambos sexos;49 Zamora;Tasa de empleo de la población;2021T4;45,86
Ambos sexos;49 Zamora;Tasa de empleo de la población;2020T4;44,99
Ambos sexos;49 Zamora;Tasa de empleo de la población;2019T4;42,61
Ambos sexos;49 Zamora;Tasa de empleo de la población;2018T4;42,97
Ambos sexos;49 Zamora;Tasa de empleo de la población;2017T4;44,07
Ambos sexos;49 Zamora;Tasa de empleo de la población;2016T4;44,17
Ambos sexos;50 Zaragoza;Tasa de actividad;2023T4;59,52
Ambos sexos;50 Zaragoza;Tasa de actividad;2022T4;59,29
Ambos sexos;50 Zaragoza;Tasa de actividad;2021T4;59,11
Ambos sexos;50 Zaragoza;Tasa de actividad;2020T4;59,01
Ambos sexos;50 Zaragoza;Tasa de actividad;2019T4;59,36
Ambos sexos;50 Zaragoza;Tasa de actividad;2018T4;59,80
Ambos sexos;50 Zaragoza;Tasa de actividad;2017T4;59,01
Ambos sexos;50 Zaragoza;Tasa de actividad;2016T4;59,87
Ambos sexos;50 Zaragoza;Tasa de paro de la población;2023T4;7,28
Ambos sexos;50 Zaragoza;Tasa de paro de la población;2022T4;9,67
Ambos sexos;50 Zaragoza;Tasa de paro de la población;2021T4;9,88
Ambos sexos;50 Zaragoza;Tasa de paro de la población;2020T4;12,92
Ambos sexos;50 Zaragoza;Tasa de paro de la población;2019T4;10,13
Ambos sexos;50 Zaragoza;Tasa de paro de la población;2018T4;11,61
Ambos sexos;50 Zaragoza;Tasa de paro de la población;2017T4;12,14
Ambos sexos;50 Zaragoza;Tasa de paro de la población;2016T4;13,95
Ambos sexos;50 Zaragoza;Tasa de empleo de la población;2023T4;55,19
Ambos sexos;50 Zaragoza;Tasa de empleo de la población;2022T4;53,56
Ambos sexos;50 Zaragoza;Tasa de empleo de la población;2021T4;53,27
Ambos sexos;50 Zaragoza;Tasa de empleo de la población;2020T4;51,38
Ambos sexos;50 Zaragoza;Tasa de empleo de la población;2019T4;53,34
Ambos sexos;50 Zaragoza;Tasa de empleo de la población;2018T4;52,85
Ambos sexos;50 Zaragoza;Tasa de empleo de la población;2017T4;51,85
Ambos sexos;50 Zaragoza;Tasa de empleo de la población;2016T4;51,52
Ambos sexos;51 Ceuta;Tasa de actividad;2023T4;59,89
Ambos sexos;51 Ceuta;Tasa de actividad;2022T4;62,18
Ambos sexos;51 Ceuta;Tasa de actividad;2021T4;55,87
Ambos sexos;51 Ceuta;Tasa de actividad;2020T4;56,05
Ambos sexos;51 Ceuta;Tasa de actividad;2019T4;58,82
Ambos sexos;51 Ceuta;Tasa de actividad;2018T4;55,40
Ambos sexos;51 Ceuta;Tasa de actividad;2017T4;56,95
Ambos sexos;51 Ceuta;Tasa de actividad;2016T4;55,29
Ambos sexos;51 Ceuta;Tasa de paro de la población;2023T4;32,66
Ambos sexos;51 Ceuta;Tasa de paro de la población;2022T4;33,34
Ambos sexos;51 Ceuta;Tasa de paro de la población;2021T4;31,17
Ambos sexos;51 Ceuta;Tasa de paro de la población;2020T4;26,74
Ambos sexos;51 Ceuta;Tasa de paro de la población;2019T4;27,58
Ambos sexos;51 Ceuta;Tasa de paro de la población;2018T4;24,02
Ambos sexos;51 Ceuta;Tasa de paro de la población;2017T4;26,03
Ambos sexos;51 Ceuta;Tasa de paro de la población;2016T4;22,39
Ambos sexos;51 Ceuta;Tasa de empleo de la población;2023T4;40,33
Ambos sexos;51 Ceuta;Tasa de empleo de la población;2022T4;41,45
Ambos sexos;51 Ceuta;Tasa de empleo de la población;2021T4;38,46
Ambos sexos;51 Ceuta;Tasa de empleo de la población;2020T4;41,07
Ambos sexos;51 Ceuta;Tasa de empleo de la población;2019T4;42,59
Ambos sexos;51 Ceuta;Tasa de empleo de la población;2018T4;42,09
Ambos sexos;51 Ceuta;Tasa de empleo de la población;2017T4;42,12
Ambos sexos;51 Ceuta;Tasa de empleo de la población;2016T4;42,91
Ambos sexos;52 Melilla;Tasa de actividad;2023T4;56,30
Ambos sexos;52 Melilla;Tasa de actividad;2022T4;55,22
Ambos sexos;52 Melilla;Tasa de actividad;2021T4;61,88
Ambos sexos;52 Melilla;Tasa de actividad;2020T4;65,54
Ambos sexos;52 Melilla;Tasa de actividad;2019T4;58,08
Ambos sexos;52 Melilla;Tasa de actividad;2018T4;62,03
Ambos sexos;52 Melilla;Tasa de actividad;2017T4;60,72
Ambos sexos;52 Melilla;Tasa de actividad;2016T4;59,85
Ambos sexos;52 Melilla;Tasa de paro de la población;2023T4;29,57
Ambos sexos;52 Melilla;Tasa de paro de la población;2022T4;26,15
Ambos sexos;52 Melilla;Tasa de paro de la población;2021T4;26,51
Ambos sexos;52 Melilla;Tasa de paro de la población;2020T4;23,83
Ambos sexos;52 Melilla;Tasa de paro de la población;2019T4;26,81
Ambos sexos;52 Melilla;Tasa de paro de la población;2018T4;23,85
Ambos sexos;52 Melilla;Tasa de paro de la población;2017T4;24,62
Ambos sexos;52 Melilla;Tasa de paro de la población;2016T4;27,38
Ambos sexos;52 Melilla;Tasa de empleo de la población;2023T4;39,65
Ambos sexos;52 Melilla;Tasa de empleo de la población;2022T4;40,78
Ambos sexos;52 Melilla;Tasa de empleo de la población;2021T4;45,47
Ambos sexos;52 Melilla;Tasa de empleo de la población;2020T4;49,93
Ambos sexos;52 Melilla;Tasa de empleo de la población;2019T4;42,51
Ambos sexos;52 Melilla;Tasa de empleo de la población;2018T4;47,23
Ambos sexos;52 Melilla;Tasa de empleo de la población;2017T4;45,77
Ambos sexos;52 Melilla;Tasa de empleo de la población;2016T4;43,46
